CUSTID,COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
508,one,59132,0,0,639521,394,0,6,very_unsat,little,actively_looking_into_it,STAY
511,zero,44755,0,51,525917,162,1,1,unsat,little,actively_looking_into_it,STAY
514,zero,31538,0,0,477387,244,1,13,very_unsat,very_high,no,STAY
515,zero,93250,51,9,259316,273,3,6,very_sat,very_high,considering,LEAVE
516,zero,70419,205,81,165912,334,25,1,very_unsat,high,actively_looking_into_it,LEAVE
518,one,20314,0,12,541371,221,1,1,unsat,very_little,considering,LEAVE
522,zero,59191,258,0,509716,252,15,10,avg,avg,perhaps,LEAVE
523,one,107077,181,42,178471,597,20,2,very_unsat,little,never_thought,LEAVE
524,zero,54883,0,60,609362,339,1,1,very_unsat,very_high,considering,STAY
525,one,32260,0,12,376631,352,0,4,very_sat,very_high,actively_looking_into_it,LEAVE
526,zero,141086,77,86,157602,479,3,1,very_unsat,avg,considering,STAY
528,one,79813,213,0,393841,260,23,6,very_unsat,very_high,considering,LEAVE
531,zero,66257,0,0,216566,272,1,13,very_unsat,very_little,perhaps,STAY
533,one,71177,0,0,239175,171,0,8,unsat,very_little,actively_looking_into_it,STAY
534,zero,58761,179,13,261039,368,3,5,very_sat,little,no,STAY
535,one,48960,187,14,161765,168,17,4,very_unsat,very_little,considering,LEAVE
536,zero,111791,74,17,185307,693,3,6,very_sat,very_little,considering,STAY
537,one,118952,0,62,293915,701,0,2,very_sat,very_little,never_thought,LEAVE
539,one,54613,187,0,154353,391,27,12,very_sat,very_high,no,LEAVE
540,one,100908,204,88,964159,772,28,2,sat,little,no,LEAVE
541,one,90016,63,13,327344,347,5,4,unsat,high,no,LEAVE
543,one,81084,0,0,230204,311,0,15,unsat,little,actively_looking_into_it,LEAVE
544,one,47711,183,17,730589,192,19,5,unsat,little,considering,STAY
547,one,96728,60,18,899555,289,3,6,very_sat,very_high,considering,STAY
548,zero,30712,0,5,750197,220,0,4,avg,very_high,actively_looking_into_it,STAY
549,one,94657,0,10,952813,392,1,4,very_sat,little,considering,STAY
550,one,91112,167,0,267380,399,16,9,very_unsat,little,actively_looking_into_it,LEAVE
551,one,20806,165,48,806587,209,27,4,very_unsat,very_little,considering,STAY
552,zero,47503,154,0,402848,153,20,6,unsat,little,considering,LEAVE
553,one,44856,171,0,656941,175,12,8,very_sat,high,considering,STAY
554,one,22494,174,27,390553,170,4,2,very_unsat,little,no,STAY
555,zero,42564,174,0,270823,209,25,13,unsat,very_little,considering,LEAVE
556,zero,28179,72,12,160717,247,5,5,very_sat,very_little,actively_looking_into_it,LEAVE
557,zero,25042,219,25,707232,160,12,1,very_unsat,little,actively_looking_into_it,STAY
558,one,62050,45,9,851437,379,3,6,very_sat,little,actively_looking_into_it,STAY
559,one,96316,251,67,950193,373,16,1,very_sat,little,considering,STAY
561,one,46309,189,25,304655,222,26,1,very_unsat,little,considering,LEAVE
563,zero,134061,68,0,753690,709,4,12,very_unsat,little,no,STAY
564,zero,97257,209,0,228000,703,13,13,very_sat,high,no,LEAVE
565,one,21259,190,0,670978,222,26,15,avg,very_little,no,STAY
567,one,152502,223,0,407489,398,0,1,very_unsat,very_high,never_thought,STAY
568,one,95692,39,12,650464,316,5,6,very_sat,high,no,STAY
569,one,103500,215,33,447676,834,16,2,unsat,high,never_thought,LEAVE
570,one,28161,0,72,921626,171,1,1,very_sat,very_high,actively_looking_into_it,STAY
571,one,96385,0,23,749110,371,1,4,very_sat,little,considering,STAY
572,zero,32772,43,0,996087,230,5,8,very_sat,high,no,STAY
573,zero,62534,0,37,814147,264,1,1,very_unsat,little,no,STAY
574,one,64193,163,19,673676,230,18,4,unsat,little,considering,STAY
576,one,42111,63,0,530720,130,3,15,very_sat,little,no,LEAVE
578,one,29250,66,8,224504,236,5,6,very_sat,little,no,LEAVE
579,zero,47620,0,18,285437,130,0,5,very_unsat,little,actively_looking_into_it,STAY
581,one,133536,55,15,205527,469,0,5,very_unsat,avg,actively_looking_into_it,STAY
583,one,47546,162,8,768882,248,10,5,very_sat,little,considering,STAY
586,zero,49729,0,71,528151,195,1,2,very_unsat,very_little,considering,LEAVE
587,zero,22303,0,67,477464,227,1,1,very_sat,little,actively_looking_into_it,LEAVE
588,zero,56019,239,46,278745,293,20,1,avg,very_high,considering,LEAVE
590,one,90832,61,9,869402,376,5,6,very_unsat,little,actively_looking_into_it,STAY
591,one,25324,0,19,186077,242,1,5,very_unsat,little,actively_looking_into_it,STAY
595,zero,157217,173,10,462062,648,19,5,unsat,high,considering,LEAVE
596,zero,32321,201,13,866916,247,23,6,very_unsat,little,actively_looking_into_it,STAY
597,zero,32227,0,23,904006,168,1,15,sat,very_little,considering,STAY
598,zero,40372,234,0,413083,338,20,8,very_sat,little,no,LEAVE
599,zero,73686,137,0,391277,274,11,13,very_unsat,little,actively_looking_into_it,STAY
600,zero,146046,228,0,227705,373,26,12,very_unsat,very_little,considering,LEAVE
602,one,135004,0,0,692411,591,1,12,very_unsat,little,considering,LEAVE
604,zero,106522,209,8,834382,859,24,4,very_unsat,high,no,STAY
606,zero,52263,0,0,327165,299,4,10,very_sat,very_high,never_thought,STAY
607,zero,21870,0,21,409547,166,1,5,very_unsat,very_high,considering,STAY
608,one,140219,241,49,647813,755,14,2,sat,little,considering,LEAVE
610,one,78570,90,16,556553,334,5,4,very_sat,very_high,never_thought,LEAVE
611,one,74421,0,24,356573,357,0,4,very_sat,little,no,STAY
612,one,25490,200,6,217973,208,22,5,very_sat,little,no,LEAVE
613,zero,98336,0,0,208910,290,0,11,very_sat,little,considering,STAY
614,one,63600,0,12,776992,176,1,6,very_sat,very_high,no,STAY
616,one,131007,141,0,750416,753,18,10,very_sat,very_high,considering,STAY
618,zero,52494,45,31,275581,301,3,1,very_sat,very_high,actively_looking_into_it,STAY
620,one,44752,171,0,150756,190,24,12,unsat,very_little,actively_looking_into_it,STAY
621,one,25442,0,0,925331,169,15,14,sat,high,considering,STAY
624,zero,20116,56,80,836858,153,3,2,very_unsat,high,considering,STAY
628,one,30805,51,0,194380,222,5,10,unsat,very_little,actively_looking_into_it,LEAVE
630,zero,50939,0,0,399437,336,12,9,very_unsat,very_little,considering,STAY
631,zero,119299,0,87,681571,512,15,2,avg,little,actively_looking_into_it,STAY
632,zero,24423,173,16,174169,218,21,4,unsat,very_little,considering,LEAVE
634,one,25093,57,52,986103,131,3,1,very_sat,very_high,considering,STAY
635,one,125315,230,66,234943,432,11,1,very_unsat,little,never_thought,STAY
636,zero,61269,46,80,940525,378,5,2,very_sat,high,actively_looking_into_it,STAY
637,one,22781,76,8,533608,158,4,5,very_unsat,very_high,considering,LEAVE
638,one,43214,227,12,185175,185,10,5,unsat,avg,considering,STAY
639,zero,145735,51,47,165890,707,3,1,sat,very_high,actively_looking_into_it,STAY
642,one,66590,76,22,569084,345,5,6,very_sat,little,no,LEAVE
643,one,31730,62,0,152369,133,5,9,very_unsat,avg,actively_looking_into_it,STAY
644,zero,122201,85,33,645496,816,1,2,very_sat,very_high,considering,STAY
645,zero,107471,57,48,944205,590,5,1,very_unsat,little,actively_looking_into_it,STAY
650,one,25981,78,23,213756,618,5,4,very_sat,little,no,STAY
652,one,33602,80,85,158601,146,3,2,very_unsat,little,no,STAY
654,one,157976,0,57,742255,588,0,1,avg,very_little,no,LEAVE
655,one,144765,234,0,286837,793,11,15,very_unsat,little,actively_looking_into_it,LEAVE
656,zero,142688,33,0,358312,823,3,10,sat,little,actively_looking_into_it,STAY
658,one,54456,41,29,412677,296,3,2,very_unsat,avg,never_thought,LEAVE
659,zero,79263,151,0,182288,369,15,14,very_sat,very_little,no,LEAVE
660,zero,38994,51,74,589674,192,4,2,unsat,little,considering,STAY
661,zero,49744,66,23,844298,214,3,6,avg,avg,considering,STAY
662,zero,35923,52,0,260407,211,4,15,very_sat,very_high,no,STAY
663,zero,127794,196,77,644930,689,3,2,very_unsat,little,considering,LEAVE
665,zero,44396,40,58,173946,240,3,1,very_unsat,little,no,STAY
666,zero,86744,215,0,202304,258,14,8,very_unsat,little,considering,LEAVE
667,zero,126690,0,85,541376,887,0,1,very_sat,very_high,never_thought,LEAVE
669,one,40941,180,0,219758,209,16,14,very_unsat,very_little,never_thought,LEAVE
670,zero,90946,0,59,939097,324,1,1,very_sat,very_little,actively_looking_into_it,STAY
672,zero,74745,0,39,872711,265,21,2,sat,very_high,considering,STAY
673,zero,64485,75,0,938019,310,5,15,very_unsat,very_little,considering,STAY
674,zero,153000,213,41,286292,768,11,2,very_sat,little,actively_looking_into_it,LEAVE
675,one,46128,50,19,423002,134,3,5,very_sat,very_little,never_thought,LEAVE
676,zero,24426,60,0,738562,321,3,11,unsat,very_little,never_thought,STAY
679,one,82041,0,16,165758,262,0,4,avg,high,considering,STAY
680,zero,88111,188,0,911781,304,22,15,avg,little,actively_looking_into_it,LEAVE
682,one,59863,235,79,284909,272,15,2,very_sat,very_high,actively_looking_into_it,STAY
683,zero,28242,39,0,425318,150,5,12,unsat,high,considering,STAY
684,one,58692,216,64,830574,392,11,1,very_unsat,little,considering,LEAVE
686,zero,56008,0,20,156253,323,1,4,sat,very_high,considering,STAY
687,one,148720,150,77,379730,587,28,1,very_unsat,very_little,no,LEAVE
689,zero,74132,191,43,535092,349,15,2,unsat,very_little,no,LEAVE
691,zero,40780,209,18,680403,150,22,5,very_sat,high,actively_looking_into_it,LEAVE
692,zero,33016,157,77,591308,188,29,2,very_unsat,high,no,STAY
693,zero,129609,29,53,241594,575,3,2,avg,very_little,considering,STAY
694,one,115467,0,0,998084,837,1,11,unsat,very_little,no,LEAVE
695,zero,146701,0,0,270434,203,1,14,unsat,very_high,actively_looking_into_it,STAY
699,zero,72109,198,11,305870,254,5,4,very_sat,little,actively_looking_into_it,LEAVE
700,zero,75567,67,19,350487,351,0,6,very_unsat,very_little,never_thought,STAY
701,zero,36115,0,0,176533,211,1,12,very_unsat,little,no,LEAVE
702,zero,122297,84,28,300033,690,4,1,very_unsat,very_high,perhaps,STAY
704,zero,96388,82,0,895615,326,3,12,very_sat,little,considering,STAY
706,one,102144,189,8,726796,702,19,6,very_sat,very_little,never_thought,STAY
707,one,141328,207,0,424713,686,13,13,unsat,high,considering,STAY
712,zero,49546,0,0,795417,243,5,14,unsat,high,considering,STAY
713,zero,143657,64,0,875606,867,3,10,very_unsat,avg,considering,STAY
714,zero,78626,197,64,284453,250,23,1,very_sat,very_high,considering,STAY
715,one,27794,187,53,318033,158,13,1,very_sat,little,actively_looking_into_it,LEAVE
716,one,125795,241,11,269279,748,11,5,very_unsat,little,no,LEAVE
717,zero,37627,0,6,261686,224,0,6,very_unsat,very_little,no,STAY
720,zero,158949,0,56,281584,893,1,4,unsat,little,never_thought,STAY
721,one,115824,256,29,833829,640,0,1,very_unsat,little,considering,LEAVE
722,one,144425,202,0,951016,669,4,14,very_sat,avg,no,STAY
723,one,75028,81,43,236437,266,5,2,very_unsat,little,actively_looking_into_it,STAY
724,one,60326,75,14,235698,347,5,14,avg,very_high,never_thought,LEAVE
725,zero,33526,191,0,679863,210,21,9,avg,very_little,actively_looking_into_it,STAY
727,zero,38063,195,44,205784,189,10,2,unsat,high,considering,STAY
729,zero,67246,61,43,390262,252,4,1,very_sat,high,actively_looking_into_it,STAY
730,one,90687,0,0,389556,390,1,12,avg,very_high,actively_looking_into_it,STAY
732,one,122762,37,0,847171,275,5,14,unsat,very_little,no,LEAVE
733,one,155302,81,6,324688,448,3,6,very_sat,little,actively_looking_into_it,STAY
734,zero,46723,0,0,334592,711,1,8,unsat,little,considering,LEAVE
735,one,104692,49,56,324712,889,5,2,very_unsat,little,perhaps,LEAVE
737,one,46148,155,0,386085,418,27,9,very_unsat,little,actively_looking_into_it,LEAVE
740,zero,30795,0,0,544185,199,1,9,very_unsat,very_high,actively_looking_into_it,LEAVE
741,zero,114656,199,6,948686,649,14,15,very_sat,very_high,considering,LEAVE
742,zero,41057,43,40,351791,162,3,2,very_sat,high,actively_looking_into_it,LEAVE
743,zero,44477,64,13,569024,131,3,6,unsat,little,never_thought,STAY
744,one,43005,165,82,639422,241,1,1,avg,very_high,considering,STAY
745,one,97657,42,6,722147,270,5,6,very_sat,little,no,STAY
748,one,36518,77,67,683007,166,3,9,very_unsat,very_little,never_thought,STAY
749,zero,98453,64,68,185101,255,4,2,very_unsat,very_little,perhaps,LEAVE
750,one,92899,62,67,263080,370,5,1,unsat,very_little,actively_looking_into_it,STAY
751,zero,44320,171,14,901133,164,1,6,very_unsat,little,considering,STAY
753,zero,115508,63,22,942099,841,4,4,unsat,very_little,perhaps,LEAVE
755,one,121521,71,0,723848,537,3,10,sat,avg,actively_looking_into_it,LEAVE
757,one,24340,0,16,157568,183,0,4,very_unsat,very_high,actively_looking_into_it,STAY
759,zero,46752,265,13,267142,741,16,2,very_unsat,high,perhaps,LEAVE
760,zero,35603,163,17,553814,174,29,6,very_unsat,little,considering,LEAVE
761,one,25494,0,0,262920,138,1,12,very_unsat,very_little,actively_looking_into_it,STAY
762,zero,94223,169,74,546417,294,17,1,very_unsat,high,actively_looking_into_it,STAY
763,zero,83563,144,17,412513,369,28,6,unsat,little,no,LEAVE
764,one,52074,0,0,552176,383,0,14,avg,avg,no,LEAVE
765,zero,27519,37,21,426025,209,4,4,very_sat,little,considering,STAY
766,one,127195,43,43,525858,530,5,1,very_sat,very_little,actively_looking_into_it,STAY
769,one,35265,208,0,293542,184,24,14,very_unsat,high,considering,LEAVE
770,one,24655,75,0,960169,161,5,15,very_sat,very_high,considering,STAY
771,one,118194,228,12,516476,526,18,4,avg,very_high,considering,LEAVE
772,zero,83335,203,0,980351,255,3,10,unsat,little,actively_looking_into_it,STAY
773,zero,137836,181,39,198198,511,28,1,very_sat,very_little,considering,STAY
774,one,68313,60,37,753254,399,3,1,very_sat,little,considering,STAY
776,one,30357,47,0,265048,387,5,14,very_sat,very_little,never_thought,STAY
777,one,78726,0,0,221785,308,0,8,very_unsat,little,considering,LEAVE
778,zero,103607,170,83,232378,871,5,2,very_unsat,very_little,considering,LEAVE
780,one,138728,38,13,433691,674,3,5,very_unsat,little,considering,STAY
786,zero,93703,203,0,808193,219,11,13,very_sat,very_high,no,STAY
787,one,66878,0,49,159161,376,1,1,very_unsat,very_little,no,STAY
788,zero,94167,61,54,913781,261,5,1,very_sat,very_little,considering,STAY
789,one,24166,214,32,232492,168,0,1,very_unsat,very_little,actively_looking_into_it,STAY
791,one,65730,0,6,982181,576,1,5,very_unsat,very_high,considering,STAY
794,one,127091,58,0,176728,535,5,14,sat,very_high,no,LEAVE
795,one,122210,58,62,181655,404,5,2,very_unsat,very_high,considering,STAY
798,one,144835,193,17,180698,677,29,4,avg,very_high,considering,STAY
801,zero,103056,229,5,189872,587,16,6,very_unsat,little,considering,LEAVE
802,one,37683,197,0,229932,174,27,14,very_unsat,high,actively_looking_into_it,LEAVE
803,zero,52137,58,15,233930,255,4,4,unsat,little,considering,LEAVE
804,zero,150930,0,0,221740,625,1,9,unsat,avg,considering,LEAVE
805,zero,25996,0,6,207895,150,1,6,unsat,high,never_thought,STAY
807,one,47281,200,0,184697,133,22,12,avg,very_high,considering,LEAVE
808,one,120223,0,27,214585,896,1,2,very_sat,very_high,considering,LEAVE
809,one,22994,157,69,453359,230,13,1,very_unsat,very_little,actively_looking_into_it,LEAVE
811,one,46617,56,44,501787,200,5,2,very_sat,very_high,considering,LEAVE
813,one,144933,214,20,463555,577,1,5,unsat,little,no,LEAVE
814,zero,109499,0,11,744123,550,1,4,unsat,little,considering,STAY
815,zero,117273,55,0,894425,588,5,9,unsat,little,actively_looking_into_it,STAY
816,one,86562,0,84,953523,312,0,1,very_unsat,little,actively_looking_into_it,STAY
817,one,148566,236,33,264792,401,22,2,unsat,very_little,no,LEAVE
818,zero,74505,66,17,200009,285,5,4,unsat,very_little,no,LEAVE
820,one,65822,234,0,590908,397,21,10,very_unsat,little,considering,LEAVE
821,zero,80903,224,24,204940,371,26,6,very_unsat,very_high,considering,LEAVE
822,zero,21489,150,0,759611,231,20,12,sat,high,considering,LEAVE
823,one,155625,172,12,907618,885,26,5,very_sat,little,perhaps,LEAVE
824,zero,79041,186,14,159314,292,12,5,very_sat,very_high,actively_looking_into_it,LEAVE
825,one,32914,0,14,584523,295,16,4,very_unsat,little,actively_looking_into_it,STAY
827,zero,69467,0,5,339885,347,1,6,very_sat,very_high,actively_looking_into_it,LEAVE
828,zero,79439,0,49,708866,377,1,4,very_unsat,very_high,no,STAY
830,zero,42155,248,0,690747,225,0,9,very_unsat,little,actively_looking_into_it,STAY
831,zero,44883,65,35,646082,210,5,8,unsat,very_high,actively_looking_into_it,STAY
832,zero,35845,218,0,213438,250,20,15,avg,little,no,STAY
833,zero,157428,0,74,173237,756,0,1,unsat,little,actively_looking_into_it,STAY
837,one,68895,197,18,198354,315,10,12,sat,little,considering,STAY
839,one,88034,211,0,403614,385,18,10,very_sat,very_little,considering,LEAVE
841,one,125707,65,6,227246,627,4,4,very_sat,very_high,actively_looking_into_it,STAY
842,one,53069,53,66,752168,339,4,1,unsat,little,no,LEAVE
844,zero,45463,243,19,267641,148,28,4,very_sat,very_little,no,STAY
845,zero,138559,62,24,330981,636,3,6,unsat,little,considering,LEAVE
846,one,37573,0,15,475819,187,0,4,very_unsat,very_high,actively_looking_into_it,STAY
847,one,142586,232,11,376562,453,10,4,very_sat,little,actively_looking_into_it,STAY
848,zero,134723,183,24,912787,541,25,5,very_unsat,little,never_thought,LEAVE
849,zero,80047,66,0,325441,304,3,14,sat,little,never_thought,LEAVE
850,one,37075,50,8,265813,191,4,5,unsat,very_high,considering,LEAVE
852,one,51516,74,14,661466,271,3,5,very_sat,little,no,STAY
853,zero,109992,58,71,981614,437,3,1,unsat,very_high,considering,LEAVE
854,one,97028,148,0,529904,358,13,15,very_sat,avg,perhaps,LEAVE
856,one,94693,164,71,298620,419,12,2,very_unsat,very_high,never_thought,STAY
859,one,126631,45,14,504393,746,4,6,very_unsat,very_high,considering,STAY
860,zero,50080,197,39,788026,375,15,1,very_unsat,very_high,no,STAY
861,one,35329,53,76,834713,228,4,1,very_unsat,very_high,actively_looking_into_it,STAY
862,zero,87131,233,0,863023,318,25,6,very_unsat,very_high,perhaps,STAY
864,zero,154462,0,31,886336,576,1,1,very_unsat,very_high,actively_looking_into_it,LEAVE
865,one,31300,0,20,626221,198,1,4,very_sat,little,no,STAY
868,one,72194,76,0,669470,204,3,10,very_unsat,very_high,actively_looking_into_it,STAY
869,zero,22491,0,75,267176,237,3,2,very_unsat,very_high,considering,LEAVE
870,zero,117983,54,15,278739,166,4,2,unsat,little,actively_looking_into_it,STAY
872,one,54766,240,0,226638,283,24,13,avg,avg,no,STAY
873,zero,39033,217,17,323674,160,25,4,very_unsat,little,considering,LEAVE
874,one,146844,66,17,625485,418,5,5,sat,very_high,considering,STAY
875,one,34809,0,83,559359,164,1,1,very_sat,avg,considering,STAY
876,zero,40964,0,13,260822,189,0,13,unsat,little,considering,STAY
877,zero,76781,58,80,233642,399,17,1,very_sat,very_high,considering,LEAVE
879,one,152892,0,0,242383,487,14,9,avg,little,actively_looking_into_it,LEAVE
880,one,140655,0,0,655281,698,11,9,very_unsat,little,considering,LEAVE
882,zero,45131,0,0,661345,242,1,15,unsat,high,no,LEAVE
883,one,57578,156,15,492510,330,13,6,very_sat,little,considering,LEAVE
886,one,141930,54,9,272413,767,5,13,avg,high,actively_looking_into_it,STAY
887,zero,94045,64,57,686495,290,3,9,very_sat,little,actively_looking_into_it,LEAVE
888,one,107431,0,29,236230,558,0,2,very_unsat,little,actively_looking_into_it,LEAVE
889,zero,145529,210,23,163893,322,24,6,very_unsat,very_high,considering,LEAVE
